uid,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
98,39,Self-emp-inc,143123,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United-States,>50K
99,39,Private,237713,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,2415,99,United-States,>50K
100,59,Private,81929,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,>50K
101,50,Self-emp-inc,167793,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
102,46,Private,456062,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States,>50K
103,53,Self-emp-not-inc,105478,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,United-States,>50K
104,50,Self-emp-not-inc,42402,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,30,United-States,>50K
105,41,Self-emp-inc,114580,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2415,55,United-States,>50K
106,36,Private,346478,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45,United-States,>50K
107,38,Private,187870,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,90,United-States,>50K
108,54,Private,35576,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2415,50,United-States,>50K
109,50,Private,102346,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2415,20,United-States,>50K
110,47,Private,148995,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,>50K
111,47,Self-emp-inc,102308,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,>50K
112,67,Private,105252,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,United-States,>50K
113,67,Self-emp-inc,106175,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,75,United-States,>50K
114,72,Self-emp-not-inc,52138,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2392,25,United-States,>50K
115,72,?,118902,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,2392,6,United-States,>50K
116,46,Self-emp-inc,191978,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,50,United-States,>50K
117,78,Self-emp-inc,188044,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,40,United-States,>50K
118,71,Self-emp-inc,66624,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,>50K
119,83,Self-emp-inc,153183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States,>50K
120,68,Private,211287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,40,United-States,>50K
122,68,State-gov,235882,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,>50K
123,49,Self-emp-inc,158685,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2377,40,United-States,>50K
125,70,Self-emp-not-inc,155141,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,United-States,>50K
129,81,Private,177408,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,26,United-States,>50K
130,66,Self-emp-not-inc,427422,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,2377,25,United-States,>50K
131,71,Private,152307,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,45,United-States,>50K
132,68,Private,218637,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2377,55,United-States,>50K
133,68,State-gov,202699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,42,?,>50K
134,65,?,240857,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2377,40,United-States,>50K
137,68,?,257269,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2377,35,United-States,>50K
140,70,Self-emp-inc,207938,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,50,United-States,>50K
160,69,Private,228921,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0,2282,40,United-States,>50K
169,38,Private,101978,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,2258,55,United-States,>50K
170,46,State-gov,192779,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,2258,38,United-States,>50K
171,29,Private,135296,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,45,United-States,>50K
173,39,Private,156897,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States,>50K
174,47,Private,138107,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2258,40,United-States,>50K
175,26,Private,279833,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,45,United-States,>50K
177,23,Private,102942,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,2258,40,United-States,>50K
181,57,Private,121362,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,2258,38,United-States,>50K
183,44,Federal-gov,29591,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,2258,40,United-States,>50K
184,49,State-gov,269417,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,>50K
186,55,Private,41108,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,2258,62,United-States,>50K
187,45,Private,187901,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,2258,44,United-States,>50K
188,48,Private,175070,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,2258,40,United-States,>50K
189,31,Private,263561,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,45,United-States,>50K
190,55,Local-gov,99131,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,2246,40,United-States,>50K
191,70,Self-emp-not-inc,143833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,40,United-States,>50K
192,70,Self-emp-not-inc,124449,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,>50K
193,73,Private,336007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,40,United-States,>50K
194,72,Self-emp-not-inc,285408,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,28,United-States,>50K
197,23,Self-emp-not-inc,258298,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,>50K
198,49,Local-gov,102359,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,>50K
199,27,Local-gov,92431,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2231,40,United-States,>50K
215,42,Self-emp-inc,23510,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2201,60,India,>50K
231,66,?,177351,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2174,40,United-States,>50K
232,65,Self-emp-not-inc,111483,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2174,10,United-States,>50K
233,70,Private,282642,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,>50K
234,75,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
235,65,State-gov,215908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2174,40,United-States,>50K
236,65,Federal-gov,23494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2174,40,United-States,>50K
237,73,Private,147551,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
349,51,Private,96062,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
350,40,Private,207578,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,>50K
351,41,Private,445382,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
352,49,Private,192776,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
353,37,Private,22463,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
354,36,Self-emp-inc,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States,>50K
355,35,Private,199352,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,>50K
356,29,Self-emp-inc,260729,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States,>50K
357,50,Private,133963,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
358,46,Private,129007,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
359,44,Self-emp-not-inc,179557,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
360,42,Local-gov,111252,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
361,38,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
362,45,Private,192835,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
363,43,Local-gov,147328,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
364,47,Self-emp-inc,139268,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
365,58,Self-emp-inc,349910,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
366,48,Private,331482,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
367,42,Local-gov,245307,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
368,55,Private,153484,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
369,51,Private,252903,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
370,32,Private,295589,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
371,45,Local-gov,160472,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
372,56,Private,192869,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,44,United-States,>50K
373,38,Private,234901,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
374,45,Private,33300,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
375,49,Private,101825,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
376,36,Private,183612,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
377,49,Private,185041,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
378,30,Private,315640,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40,China,>50K
379,42,Self-emp-inc,123838,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
380,55,Private,31905,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
381,34,Private,181091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
382,54,Private,88278,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
383,42,Self-emp-not-inc,323790,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States,>50K
384,25,Local-gov,90730,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
385,55,Self-emp-inc,138594,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
386,58,State-gov,194068,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
387,62,Private,218009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,>50K
388,43,Self-emp-inc,221172,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
389,57,Local-gov,174132,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,>50K
390,42,Self-emp-inc,277256,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
391,63,Self-emp-not-inc,35021,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China,>50K
392,47,Self-emp-not-inc,213668,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
393,37,Private,99146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
394,40,Private,209547,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K
395,43,Private,118308,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
396,43,State-gov,33331,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
397,41,Self-emp-not-inc,200574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
398,32,Private,204374,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
399,47,Private,189680,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
400,39,Federal-gov,175232,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,60,United-States,>50K
401,53,Private,193720,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
402,34,Private,189759,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
403,36,Private,32776,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
404,47,Local-gov,285060,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,41,United-States,>50K
405,52,Private,23780,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
406,40,Self-emp-not-inc,284706,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,>50K
407,42,Self-emp-inc,130126,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
408,51,Private,102615,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,>50K
409,55,Private,208311,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,20,United-States,>50K
410,38,Private,111499,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,United-States,>50K
411,52,Private,139671,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
412,60,Federal-gov,165630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
413,55,Private,124808,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Germany,>50K
414,47,Local-gov,29819,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,>50K
415,46,Private,102771,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
416,35,Private,86648,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
417,59,Self-emp-inc,223215,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
418,57,Private,437727,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
419,46,Private,167515,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
420,46,Federal-gov,213140,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
421,52,Private,168553,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
422,45,Private,363677,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,United-States,>50K
423,37,Private,241998,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
424,46,Private,337050,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
425,44,Private,157249,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,>50K
426,45,Private,84298,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
427,43,Private,55213,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States,>50K
428,54,Local-gov,185846,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
429,50,Private,150999,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
430,51,Private,199688,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,?,>50K
431,45,Private,225456,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
432,36,Private,192939,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
433,27,Private,183627,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
